,2-aminoadipate,3-phosphoglycerate,alpha-glycerophosphate,4-pyridoxate,aconitate,adenine,adipate,alpha-ketoglutarate,AMP,citrate,isocitrate,CMP,cystathionine,cytidine,dCMP,DHAP/glyceraldehyde 3P,erythrose-4-phosphate,F1P/F6P/G1P/G6P,hexoses (HILIC neg),fumarate/maleate/alpha-ketoisovalerate,glucuronate,glutathione oxidized,glutathione reduced,GMP,guanosine,hippurate,hypoxanthine,inosine,kynurenine,lactate,lactose,malate,NAD,NADP,oxalate,pantothenate,PEP,ribose-5-P/ribulose5-P,sorbitol,succinate/methylmalonate,sucrose,thymine,UMP,UDP-galactose/UDP-glucose,uracil,urate,uridine,xanthine,taurocholate,glycodeoxycholate/glycochenodeoxycholate,taurodeoxycholate/taurochenodeoxycholate,phosphocreatine,3-methyladipate/pimelate,6-phosphogluconate,alpha-hydroxybutyrate,2-hydroxyglutarate,inositol,malondialdehyde,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,acetylcholine,creatine,creatinine,thyroxine,trimethylamine-N-oxide,hexoses (HILIC pos),adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cAMP,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,sarcosine,beta-alanine,anserine,C14:0 LPC,C16:1 LPC,C16:0 LPC,C18:2 LPC,C18:1 LPC,C18:0 LPC,C20:4 LPC,C20:3 LPC,C22:6 LPC,C16:0 LPE,C18:1 LPE,C18:0 LPE,C20:4 LPE,C22:6 LPE,C32:2 PC,C32:1 PC,C32:0 PC,C34:4 PC,C34:3 PC,C34:2 PC,C34:1 PC,C36:4 PC-A,C36:4 PC-B,C36:3 PC,C36:2 PC,C36:1 PC,C38:6 PC,C38:5 PC,C38:4 PC,C38:2 PC,C40:6 PC,C14:0 SM,C16:1 SM,C16:0 SM,C18:2 SM,C18:1 SM,C18:0 SM,C22:1 SM,C22:0 SM,C24:1 SM,C24:0 SM,C34:2 DAG,C34:1 DAG,C36:2 DAG,C36:1 DAG,C14:0 CE,C16:1 CE,C16:0 CE,C18:3 CE,C18:2 CE,C18:1 CE,C18:0 CE,C20:5 CE,C20:4 CE,C20:3 CE,C22:6 CE,C46:2 TAG,C46:1 TAG,C46:0 TAG,C48:3 TAG,C48:2 TAG,C48:1 TAG,C48:0 TAG,C50:3 TAG,C50:2 TAG,C50:1 TAG,C50:0 TAG,C52:5 TAG,C52:4 TAG,C52:3 TAG,C52:2 TAG,C52:1 TAG,C54:7 TAG,C54:6 TAG,C54:5 TAG,C54:4 TAG,C54:3 TAG,C54:2 TAG,C54:1 TAG,C56:8 TAG,C56:7 TAG,C56:6 TAG,C56:5 TAG,C56:4 TAG,C56:3 TAG,C56:2 TAG,C58:8 TAG,C58:7 TAG,C58:6 TAG
SIDM00715,5.89456,5.95423,5.99452,6.09329,5.96085,5.85181,5.83217,5.94188,5.95036,5.92024,5.9602,5.95649,5.63722,5.8659,5.71794,6.05757,5.79667,5.75818,5.76495,5.79577,5.93459,6.18966,6.07051,6.08819,6.01134,5.98261,5.73763,5.86987,5.97431,6.10312,6.01395,5.84089,5.95959,6.29908,5.69835,5.76179,5.96499,5.80647,6.02411,5.96029,5.92677,6.07448,5.99832,5.95117,5.91927,5.96823,6.06769,5.92833,5.97857,5.8821,6.02913,5.52863,5.78805,5.70691,5.76259,6.00603,5.78379,6.06622,5.65863,5.85282,5.59864,5.82154,5.90226,5.76315,5.80913,5.93997,5.63114,5.89588,6.04346,5.90742,5.87785,5.9258,5.91479,5.92888,5.94392,5.95217,5.96692,5.95406,6.07453,5.98267,6.03345,5.6617,5.8923,5.78029,5.70893,5.91855,6.17525,5.98862,6.05466,5.95792,6.25893,5.93614,6.08551,5.90695,6.33072,5.9437,5.82359,5.83355,5.72478,6.06098,5.74819,5.75636,5.89198,5.92687,5.62925,5.79621,6.03413,6.02242,5.94782,5.99056,5.87006,6.03186,5.66172,6.06384,6.01232,6.69607,5.86515,5.85777,5.88158,5.87914,5.93276,6.02958,5.94867,5.77066,6.09368,5.97715,5.94302,5.91146,5.90821,5.8459,5.9153,6.10248,5.7539,5.91644,6.15682,5.87528,5.77063,5.84726,5.76787,5.78489,5.85406,5.78003,5.84166,5.75501,5.8274,5.80051,5.8609,5.93771,5.87876,5.82553,5.91133,5.87401,5.93037,5.85984,5.95272,5.9228,5.87765,5.77194,5.82045,5.96024,5.9604,5.89122,5.83906,5.885,5.88847,6.07051,5.81686,5.96328,5.94342,5.93052,5.91581,5.92931,5.91957,5.95623,5.98514,6.05642,6.0153,5.63736,6.08424,6.13945,5.97168,5.75797,5.65613,5.69455,5.72672,5.66118,5.71471,5.65966,5.69442,5.67468,5.70536,5.73925,6.0354,5.86531,5.78207,6.03174,5.85653,5.78207,5.7207,5.87741,5.85855,5.76896,5.73228,5.73147,5.78446,5.83197,5.87454,5.77038,5.76355,5.64931,5.7733,5.77766,5.89014,5.90883,5.86525,5.76979,5.80157,5.70346,5.74901,5.84489,5.96337,5.95911,5.75682,5.69557,5.67925
SIDM00716,5.67992,6.30462,6.14189,5.88938,5.99755,5.87699,5.76808,5.93209,6.04254,6.06378,5.97487,6.01159,5.82385,5.82867,5.84041,6.0799,6.06228,6.08314,5.65082,5.98913,5.911,6.30405,6.19016,6.12266,5.86514,5.75969,5.66122,5.74245,5.72543,5.98233,5.80033,6.00387,6.09224,6.47056,5.72499,5.66555,6.29393,5.98603,5.79486,5.83096,5.79212,6.10262,6.104,6.04789,5.95765,5.76584,5.83962,5.9023,6.32191,5.83142,6.16017,5.90154,5.80354,6.03889,5.72706,5.93399,5.9031,6.02444,5.92183,6.17658,5.83505,5.71749,5.71585,5.83447,5.6522,6.11713,5.28174,5.72284,5.90391,5.60186,5.61569,5.73623,5.78963,5.64672,5.78601,5.6535,5.97825,6.24852,6.02973,5.93295,6.00171,5.63843,5.39619,6.08929,5.75131,5.85373,6.12351,5.90033,5.9464,5.8173,6.00898,5.80267,6.20805,5.78587,5.65525,5.77787,5.84015,5.85163,5.56309,6.01692,5.12693,5.89925,5.86071,5.78794,5.71499,5.73437,5.70033,6.09135,5.89679,6.18595,5.98323,6.0899,5.62407,5.70976,5.89219,4.69599,5.88167,5.86671,5.96863,5.75948,5.90943,5.85082,5.98486,5.69836,5.95019,5.88611,5.72771,5.92674,5.95381,5.8915,5.77813,5.81433,5.75192,6.12924,6.1291,5.77707,5.85959,5.79202,5.96128,5.8237,5.85034,5.96033,5.80727,5.90745,5.77025,6.00996,5.92754,6.2947,5.9257,5.80207,5.69803,5.84561,5.81096,5.59652,5.57586,5.80882,5.86916,5.45434,5.62805,5.71395,5.89921,6.01172,5.53099,5.54699,5.72271,5.97066,5.69813,5.83277,5.87283,5.9002,5.7395,5.81518,5.69063,5.75925,5.91607,5.79401,5.89895,5.87958,6.18664,5.98554,6.16539,5.90523,5.66753,5.7459,5.72613,5.56077,5.71685,5.91505,5.63796,5.60765,5.5526,5.62764,6.34239,6.57225,6.36445,6.30435,6.43231,6.58348,6.49714,6.25854,6.46269,6.57062,6.58198,5.98144,5.97969,6.24338,6.44262,6.54235,5.9646,5.8927,5.84952,6.02415,6.31409,6.58019,6.59647,5.53332,5.80824,5.8206,5.84611,6.1304,6.36528,6.64385,5.77696,5.81782,5.82442
SIDM00718,5.74757,6.1487,5.87402,6.14464,5.83408,5.64125,5.81754,6.06633,5.89127,5.86309,5.88712,5.81154,5.43637,5.32826,5.62005,6.26792,5.90124,5.87396,5.66873,5.93802,5.99633,6.15488,6.041,6.04975,5.8758,5.81524,5.55663,5.76724,5.98217,6.13712,5.94525,5.94539,6.04433,6.11944,5.79809,5.69759,6.13047,6.06778,5.83089,5.81834,5.9497,5.92063,5.95429,5.92727,5.68092,5.74161,5.77004,5.82547,6.08113,5.87448,6.20291,5.66422,5.77646,5.90324,5.72003,6.08437,5.968,6.12294,5.91731,6.00851,5.77307,5.68484,5.78755,5.70266,5.75037,6.05203,5.54985,5.58865,5.90959,5.67519,5.72731,5.73154,5.71288,5.73673,5.72388,5.67543,6.03656,6.04759,5.87663,5.80789,6.15414,5.6861,5.76199,6.34497,5.73257,5.82587,5.87571,5.80217,5.81571,5.83538,5.99826,5.69043,5.9675,5.77902,6.42753,5.81513,5.84495,5.83792,5.87674,5.74352,5.59064,5.71955,5.82047,5.767,5.67282,5.78859,6.21735,5.96501,5.92501,6.35388,5.26368,5.95755,5.8835,5.79442,5.8571,5.66981,5.82542,6.09056,5.86989,5.76737,5.72813,5.71499,5.8553,5.79177,5.93821,5.87968,5.84206,5.49847,5.42392,5.20992,5.26907,5.21242,5.84131,5.9981,6.32787,5.78977,5.83177,5.8188,5.83739,5.84946,5.80218,5.93603,5.80485,5.93298,5.80397,5.966,5.88914,6.15548,5.75558,5.77241,5.94619,5.94769,6.03422,5.80999,5.84697,5.87049,5.89807,5.66483,5.67272,5.73821,5.8437,5.9715,5.64171,5.67356,5.71663,5.92068,5.68223,6.03941,5.94586,6.04668,5.99413,5.95956,5.96733,5.75665,5.85439,5.94442,6.14045,5.71787,6.00755,5.87404,6.04299,5.85373,5.69827,5.81258,5.79848,5.66819,5.72771,6.00621,5.75579,5.69563,5.77326,5.79315,6.38113,6.40835,6.33314,6.42445,6.30071,6.44725,6.47973,6.18045,6.25171,6.36876,6.50294,6.12268,6.07331,6.04747,6.18321,6.35318,6.06204,5.98501,6.00022,5.95439,5.96163,6.24331,6.40628,5.72243,5.91786,5.94734,5.93547,5.97955,5.96686,6.28481,5.86152,5.80818,5.88423
SIDM00719,5.85237,5.87942,5.64841,5.87689,5.58653,5.8964,5.93525,5.78457,6.13619,5.6381,5.62443,6.17005,6.29363,5.92833,6.03939,5.67243,5.91527,5.82635,5.68577,5.89057,5.56887,5.77468,5.82835,6.06859,5.92093,5.60368,6.063,6.0072,5.79174,5.54809,5.53381,5.83554,5.69585,6.05368,6.06822,5.72207,5.87222,5.77456,5.54433,5.73694,5.90031,5.92722,6.12167,5.69051,5.60208,5.36524,5.79244,5.47251,5.74434,5.77045,5.3434,5.55793,5.99349,5.76769,5.85255,6.13577,6.03179,5.90841,5.89456,5.92714,5.91832,5.98687,5.69931,5.97093,5.81161,5.71406,5.84507,5.76763,5.75249,5.81375,5.86496,5.64929,5.63803,5.74155,5.72508,5.77613,5.76407,5.65385,5.87294,5.58526,5.6905,5.84333,5.72209,6.10143,5.77641,5.68908,5.6408,5.5966,5.5825,5.56217,5.94539,5.47649,5.9588,5.70315,5.95092,5.8833,5.81506,5.96667,5.95016,6.01479,6.16422,5.69823,5.61841,5.80582,6.0842,5.86401,5.68345,6.23514,5.63044,6.01337,6.14008,6.01106,5.82804,5.97504,5.78946,5.22272,5.8685,5.91064,5.88604,5.84361,5.66291,5.75906,5.68719,5.83895,5.9585,5.85139,5.92775,6.25158,6.38915,6.28296,6.1792,6.27839,5.98668,5.92973,5.67091,5.87092,6.04272,5.80117,5.77541,5.86184,5.62508,5.85547,5.66283,5.94947,5.85057,5.88942,5.7996,5.97808,5.93488,5.8116,5.81874,6.03599,6.0635,5.85974,5.7038,5.84193,6.01334,5.67003,5.90032,5.77457,5.86237,6.0472,5.89296,5.82371,5.91732,5.93121,5.88736,5.77467,5.8206,5.91362,6.08138,6.02369,5.92293,5.79171,5.83584,5.74511,5.86383,6.23962,6.16737,5.98354,6.13508,5.91337,5.68869,5.72764,5.75077,5.63208,5.5704,5.7761,5.64886,5.61525,5.61022,5.53976,6.15308,6.24804,6.22266,5.93505,6.05093,6.22607,6.25407,5.88621,6.00534,6.13403,6.22382,5.81055,5.74458,5.79811,5.93971,6.00924,5.78286,5.84365,5.73452,5.70563,5.74447,5.92381,6.0788,5.7801,5.84195,5.8232,5.66786,5.80634,5.79481,6.04334,5.72357,5.65032,5.63476
SIDM00720,5.92661,5.66143,5.94396,5.90891,5.69554,5.81084,5.91577,5.90794,5.65076,5.62606,5.68588,5.68827,5.43046,5.97559,5.72132,5.87375,5.82741,5.72887,6.04402,5.71384,5.77714,5.81576,5.77909,5.68217,5.93503,5.96253,6.0297,5.88247,5.69006,5.67082,6.22775,5.67621,5.66456,5.94186,5.83397,5.82122,5.61743,5.66786,5.9761,5.98971,6.25185,6.09739,5.70699,5.76005,6.03923,5.65602,5.91346,5.89315,6.08954,6.04695,5.72697,5.40318,5.92589,5.844,5.63205,6.05371,5.817,5.75972,5.74282,5.60649,6.07572,5.8211,5.91212,5.89393,5.83034,5.83364,5.84152,5.91346,6.07387,6.03178,5.92329,5.92228,5.90165,5.91701,5.88253,5.81174,5.72904,5.86952,6.09618,5.91811,6.07856,5.77788,5.67447,5.79529,5.69799,5.93356,5.89612,5.85631,5.82711,5.91476,6.18319,5.9878,5.77352,5.88549,5.78,5.79854,5.83283,5.78557,5.94555,6.07166,5.68223,5.87375,5.86356,5.96361,5.71031,6.08475,5.6132,6.2394,5.80632,5.74469,6.08528,5.9363,5.75439,6.0281,5.82116,6.56267,5.76608,5.78096,5.88906,5.88685,5.79886,5.8679,5.85196,5.71074,5.74507,5.97049,5.93969,5.94414,6.03255,6.00405,5.99179,6.18953,5.76799,5.71099,6.09537,5.90918,5.8455,5.81662,5.67746,5.89485,5.67401,5.7267,5.75538,5.75861,5.96893,5.78027,5.72652,5.57922,5.88286,5.80671,5.93115,5.80218,5.79765,6.03548,6.00665,5.78332,5.69955,5.92335,5.83909,5.70786,5.64379,5.53294,5.82521,5.82361,5.71974,5.53307,5.67925,5.76688,5.73469,5.72911,5.75174,5.82398,5.86909,5.70045,5.66323,5.76423,5.81345,5.96019,5.65322,5.79152,5.67206,5.99384,6.04932,6.00528,6.03848,6.04291,6.08354,6.04582,6.13299,6.04556,6.19824,6.1266,6.26343,6.12512,6.05477,6.50138,6.15965,6.0227,5.96012,6.18337,6.00926,5.94658,5.89702,6.16539,6.12246,5.9689,5.90922,5.85914,6.08941,6.09656,6.15188,5.99484,5.88987,5.85679,5.95163,5.90442,6.07929,6.11995,6.06787,5.92612,5.84059,5.97396,6.19311,6.16366,6.0056
SIDM00721,5.70507,5.80412,5.79235,6.28789,5.62469,5.8144,5.89749,5.66302,6.20397,5.66741,5.68819,6.27859,6.037,6.45103,5.85155,5.5803,5.76165,5.66052,5.58784,5.69962,5.71266,5.6376,5.68707,6.20484,6.15142,5.76099,6.09487,6.18233,6.03479,5.80622,5.59638,5.63354,5.71807,6.21721,5.98698,5.9473,5.84309,5.70098,5.60111,5.77521,5.78392,6.26829,6.25406,5.49055,5.72382,5.49917,6.31356,5.67736,5.62028,5.96892,5.892,5.35658,5.92346,5.64591,5.98209,6.11912,5.82326,5.9582,5.85447,6.07054,5.83159,5.90021,5.55675,5.8068,5.64726,5.77144,5.34108,5.5841,5.69194,5.73201,5.80116,5.56994,5.50485,5.65984,5.62354,5.6382,5.87204,5.8249,5.81298,5.6967,5.76034,5.81232,5.90317,6.24946,5.8105,5.66674,5.63863,5.67997,5.72847,5.61863,6.13108,5.41342,5.98628,5.5553,6.06398,5.79581,5.76909,5.89098,5.79974,5.52204,6.10813,5.6191,5.57655,5.8136,5.98564,5.87865,6.32353,6.4507,5.84706,6.23246,6.71161,5.88949,5.96183,5.6631,5.75024,5.33804,5.8476,5.92963,5.82871,5.83857,5.75765,5.77365,5.77927,5.98315,6.31464,6.04422,6.02638,6.3061,6.46839,6.55114,6.58698,6.53786,5.8943,5.96299,5.8621,5.72942,6.02244,5.79039,5.87732,5.78288,5.79569,5.99215,5.77786,5.99327,5.69911,5.63652,5.66033,6.02727,5.68175,5.47714,5.73442,5.88114,5.93129,5.6486,5.5354,5.77788,5.94007,5.52696,5.75669,5.73932,5.84176,6.07812,5.79603,5.71973,5.86624,6.02154,5.90747,5.82447,5.8634,5.87267,5.88194,5.96674,5.91452,5.78401,5.83232,5.862,5.87657,6.17014,6.23105,6.124,6.20888,6.00203,5.81086,5.82874,5.83206,5.75637,5.80104,5.98499,5.71301,5.74957,5.72387,5.66214,6.02405,6.13992,6.04434,5.8727,6.00757,6.14319,6.1126,5.90522,6.06054,6.10551,6.09913,5.75462,5.75193,5.88643,5.99389,6.01671,5.67852,5.67302,5.6729,5.78338,5.86799,6.03493,6.1065,5.49503,5.72159,5.66779,5.73687,5.90567,5.96367,6.12369,5.5982,5.63919,5.64587
SIDM00722,6.09438,5.86068,6.00293,5.97171,6.02589,5.93891,5.83504,5.95847,5.81565,5.96616,6.05598,5.88542,5.58294,6.21318,5.73242,6.03953,6.12281,5.96112,6.04156,5.78497,5.84133,6.18485,6.10122,6.06552,6.39811,5.98361,5.59952,6.02619,6.16379,5.8813,6.36043,5.79259,6.00832,6.15587,5.72147,5.75155,5.73983,5.94475,6.04838,5.90601,6.29218,6.25094,5.84929,6.11039,5.9561,5.70346,6.24897,5.88163,6.17179,5.98577,6.40886,5.80309,5.89745,6.17721,5.66037,5.92798,5.94688,5.85494,5.86778,5.68248,5.9451,5.88031,6.03929,6.01961,5.94635,5.97099,5.71996,5.94535,5.9835,5.95755,5.9137,5.98679,6.01544,5.96164,5.95969,5.82571,5.77904,6.10026,6.02528,5.92405,5.83433,5.57058,5.55397,5.38849,5.76284,5.88155,6.13804,5.98029,5.99186,5.90371,6.39789,5.90341,5.94253,5.96635,6.47052,5.86658,5.7879,5.77422,5.69265,6.0327,5.94726,5.78795,5.86069,5.94711,5.44789,6.03549,6.02199,6.22386,5.86086,5.93726,6.24819,6.0687,5.8238,6.138,5.9352,7.47766,5.88409,5.65568,6.07086,5.94876,5.92427,6.13603,5.92033,5.68816,6.08705,5.86264,5.8411,6.22303,6.23683,6.21513,6.26171,6.59381,5.72982,5.90414,5.94622,5.94896,5.95288,5.95871,5.80643,5.95612,5.9296,5.788,5.91057,5.72681,5.88052,5.64093,5.79847,5.65811,5.74579,5.73658,6.12195,5.82996,5.68923,6.14598,6.15037,5.95869,5.78858,5.9877,5.92688,5.95478,5.91232,5.71988,5.8828,5.97045,5.94166,6.0222,5.87173,5.88868,5.934,5.77451,5.62637,5.78771,5.76438,5.95752,5.94788,6.07423,6.02376,5.69467,5.58236,5.90614,5.53547,5.96402,6.16831,6.00224,6.21737,6.28762,6.15198,5.90464,6.188,6.25878,6.33776,6.15782,5.7162,5.2467,5.39802,5.75342,5.38134,4.99065,5.05796,5.54943,5.2979,5.05224,5.02568,5.51033,5.52051,5.48816,5.27657,5.06625,5.57908,5.56939,5.54257,5.53283,5.52944,5.20634,5.23076,5.68048,5.59578,5.53277,5.58422,5.50662,5.51117,5.33544,5.57687,5.57065,5.50685
SIDM00723,5.49374,5.89681,5.14536,6.07021,5.1368,5.60127,5.85414,5.24165,5.84026,5.07397,5.20015,5.96477,5.2381,5.78289,5.79025,5.98499,5.68237,5.4029,5.03159,5.54237,5.64402,5.2685,5.3824,5.82489,6.16213,5.15925,6.49032,6.61468,6.09187,5.36204,5.49715,5.39911,5.2805,5.37747,6.3638,4.84071,6.24277,5.44565,5.05377,5.13438,5.65499,5.74037,5.90235,4.99744,5.44947,4.91111,6.21594,5.00595,5.51044,5.57655,5.17885,4.27194,6.01287,5.46247,5.82375,5.51603,5.1872,5.70705,5.07676,4.87222,5.66346,5.2513,4.88289,5.37587,5.26058,5.18358,5.16668,5.07217,5.38753,5.17328,5.3207,4.96649,4.89401,5.03761,4.99006,5.13524,4.9277,5.0409,5.26681,4.97412,4.4639,5.57432,5.33664,5.53136,5.32003,5.00406,4.62442,4.89949,5.00027,4.88418,5.84895,4.61957,5.70308,4.9545,5.35568,4.92085,5.13329,5.20889,5.7881,5.50966,5.68051,4.73211,4.87039,5.42799,6.34458,5.43867,6.45753,5.62427,5.55377,5.17455,5.10556,6.33785,6.27981,5.17774,4.89292,6.52094,4.66528,5.3352,5.25508,4.72349,4.62092,4.76541,5.08565,4.99401,5.1288,5.63276,5.63706,6.07269,6.45898,6.85921,6.80639,6.68861,6.2528,5.30207,4.91704,5.34046,6.38195,6.2825,6.21237,6.17112,6.08146,6.28408,6.0443,6.29836,6.01091,6.17632,6.24955,6.16567,6.14256,6.23589,5.83751,6.00863,6.29449,6.07836,5.99983,6.00724,6.10211,6.10375,6.14814,6.03588,6.02275,6.12414,6.11697,6.13535,6.10091,6.00146,6.11417,6.05631,5.95179,6.22446,6.06303,6.199,6.17936,6.10333,6.10943,6.05203,6.14132,6.59055,6.40161,6.45463,6.38477,5.78898,5.43554,5.59219,5.4433,5.18449,5.53521,5.89126,5.49166,5.24076,5.66982,5.71342,6.73625,6.90189,6.59465,6.83812,6.79828,6.87329,6.75014,6.76667,6.75445,6.81261,6.91906,6.87519,6.77989,6.57537,6.7147,6.79835,6.87357,6.86658,6.93307,6.7161,6.57629,6.80138,6.84533,6.43322,6.97429,6.88657,6.78456,6.66604,6.6139,6.89695,6.89811,6.89025,6.76018
SIDM00724,5.81246,6.05857,5.90328,5.98345,6.04053,5.98824,5.8778,5.93335,5.88596,6.01333,6.03636,5.80519,5.89596,5.48042,5.68192,6.04029,6.09722,6.09192,5.86601,5.99529,6.00532,6.14991,6.08326,5.88813,5.97466,5.93701,5.74507,5.95452,6.16008,5.91128,5.78564,6.01248,6.07145,6.17568,5.83361,5.89549,6.02098,6.00324,5.95056,5.86371,5.7727,5.86589,5.82515,6.12154,5.86783,5.91687,5.86356,5.88798,5.94477,5.97693,5.88984,6.14112,5.87189,6.11351,5.78628,5.88619,6.12009,5.94599,5.86093,6.03196,5.7164,5.86578,5.86919,6.12723,5.95348,6.11285,5.78971,5.91001,5.99527,5.87525,5.85919,5.8471,5.81741,5.87342,5.87745,5.83245,5.98163,6.05068,6.06565,5.88533,5.99072,5.86141,5.92712,6.08729,5.75038,5.92884,6.06952,5.97713,6.00223,5.90269,6.20517,5.89703,5.96502,5.99967,6.45112,5.85583,5.66275,5.91041,5.86307,6.18122,5.47575,5.94073,5.92649,5.91758,5.82768,5.97277,6.13467,5.67255,5.95916,5.81781,5.50613,6.07098,5.91431,5.54359,5.90254,6.84399,5.99606,5.96009,6.01063,6.00757,5.97706,5.83869,5.96977,5.74408,5.95866,5.79126,5.77047,5.85085,5.70265,5.63053,5.80923,5.73443,5.88667,5.98052,6.14495,5.99427,5.81618,5.70138,5.6986,5.86451,5.84137,5.71807,5.83319,5.7052,5.86451,5.8321,5.90073,5.90912,5.92637,5.79026,5.78146,5.82686,5.76953,5.74135,5.80777,5.92469,5.88858,5.77558,5.7689,5.89667,6.03181,5.96048,5.79151,5.80338,5.86591,6.00697,5.71888,5.89421,5.91513,5.85902,5.73786,5.85584,5.82363,5.93335,6.06818,5.92571,5.92555,5.85064,5.9412,5.95246,5.919,5.94413,5.87065,5.8515,5.90336,5.87053,5.90119,5.93156,5.91476,5.89966,5.92952,5.97494,5.70812,5.67313,5.86643,5.55189,5.6285,5.66451,5.88627,5.61354,5.73636,5.82073,5.9933,5.59502,5.56055,5.76187,5.84696,5.86563,5.64384,5.58919,5.5371,5.65936,5.91068,5.90616,6.01414,5.71478,5.67902,5.70131,5.60869,5.66544,5.8987,5.9009,5.7157,5.66526,5.63331
SIDM00727,5.92087,5.80395,5.53548,5.91387,5.77686,5.69435,5.8972,5.78736,5.87705,5.80255,5.71746,5.81564,5.75899,5.68532,5.66368,5.70455,5.90686,5.93102,6.03192,5.83062,5.86438,5.90379,5.84759,5.90971,5.95691,5.81936,6.23938,6.03191,5.97055,5.68943,5.8588,5.8211,5.80144,5.84525,5.90536,5.76588,5.87725,5.6402,5.83529,5.84342,5.80579,5.96932,5.87771,5.76282,5.92381,5.70073,6.06951,5.80495,5.71859,5.86752,5.06121,5.32298,5.8613,5.70552,5.72914,5.76883,5.67282,5.7758,6.10041,6.03211,6.25698,6.55912,6.2633,6.06208,5.90139,5.48913,6.27059,6.32904,5.92423,6.49444,6.49994,6.17456,6.16572,6.49013,6.43606,6.41831,5.68414,5.01621,5.87698,5.8763,5.67567,5.88057,5.77707,5.68999,5.7544,5.79906,5.88078,5.84671,5.89773,5.8332,5.68792,5.85785,5.79802,6.00092,5.65745,6.22406,6.25085,5.86429,6.1023,6.10326,5.96051,5.58871,5.72849,5.8714,5.93633,6.19841,6.03928,6.09358,5.9151,5.78049,5.69601,5.97021,5.92595,5.87929,6.07848,6.32818,5.81831,5.62359,6.03545,5.876,5.80499,5.91047,5.84642,5.8434,5.85517,5.87125,5.82818,5.93537,6.03974,6.10083,6.10322,6.22165,5.82639,5.81433,5.72832,5.93782,5.85228,5.87432,5.74776,5.9445,5.81419,5.74415,5.8221,5.76841,5.93053,5.73552,5.80316,5.60658,5.86122,5.78661,5.84879,5.835,5.80609,5.93888,5.94888,5.90283,5.86157,5.97076,6.00674,5.99575,5.93125,5.77545,5.9938,6.04617,5.97648,5.95727,5.98334,5.85633,5.76743,5.83575,5.64732,5.87075,5.69539,5.98681,5.93529,5.92257,5.8683,5.84606,5.77867,5.97702,5.81451,5.74065,5.72687,5.72904,5.76799,5.73814,5.75583,5.61886,5.75443,5.71448,5.77651,5.80699,6.04561,5.79791,5.79601,6.06515,5.90746,5.7181,5.62651,5.99739,5.88128,5.70926,5.67512,6.04357,6.04684,5.98104,5.9165,5.76469,6.14999,6.0958,6.1449,6.09928,6.12282,5.98422,5.83181,5.9348,6.27098,6.21593,6.19894,6.16139,6.2024,6.05687,6.41978,6.36267,6.24972
